Time,ID,Event context,Component,Event name,Origin
"26/07/20, 11:33",2,Course: Introduction to Learning Analytics,System,User enrolled in course,web
"26/07/20, 11:33",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"26/07/20, 11:33",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 11:32",2,Other,System,User deleted,web
"26/07/20, 11:32",2,Course: Introduction to Learning Analytics,System,User unenrolled from course,web
"26/07/20, 11:32",2,Course: Introduction to Learning Analytics,System,Role unassigned,web
"26/07/20, 11:31",2,Other,System,User updated,web
"26/07/20, 11:31",2,Front page,System,Course viewed,web
"26/07/20, 11:31",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 11:19",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 11:19",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"26/07/20, 11:19",2,Course: Introduction to Learning Analytics,System,Role assigned,web
"26/07/20, 11:19",2,Course: Introduction to Learning Analytics,System,User enrolled in course,web
"26/07/20, 11:18",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"26/07/20, 11:18",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 11:18",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 11:18",2,Other,System,User created,web
"26/07/20, 11:05",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 11:05",2,Quiz: Reflection from video,Quiz,Quiz edit page viewed,web
"26/07/20, 11:05",2,Course: Introduction to Learning Analytics,System,Question updated,web
"26/07/20, 11:05",2,Quiz: Reflection from video,Quiz,Quiz edit page viewed,web
"26/07/20, 11:05",2,Course: Introduction to Learning Analytics,System,Question updated,web
"26/07/20, 11:05",2,Quiz: Reflection from video,Quiz,Quiz edit page viewed,web
"26/07/20, 11:05",2,Quiz: Reflection from video,Quiz,Quiz edit page viewed,web
"26/07/20, 11:05",2,Course: Introduction to Learning Analytics,System,Question created,web
"26/07/20, 11:03",2,Quiz: Reflection from video,Quiz,Quiz edit page viewed,web
"26/07/20, 11:03",2,Quiz: Reflection from video,Quiz,Quiz edit page viewed,web
"26/07/20, 11:03",2,Course: Introduction to Learning Analytics,System,Question created,web
"26/07/20, 11:01",2,Quiz: Reflection from video,Quiz,Quiz edit page viewed,web
"26/07/20, 11:01",2,Quiz: Reflection from video,Quiz,Quiz edit page viewed,web
"26/07/20, 11:01",2,Course: Introduction to Learning Analytics,System,Question created,web
"26/07/20, 10:58",2,Quiz: Reflection from video,Quiz,Quiz edit page viewed,web
"26/07/20, 10:58",2,Quiz: Reflection from video,Quiz,Course module viewed,web
"26/07/20, 10:58",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 10:58",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 10:58",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 10:58",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 10:58",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 10:58",2,Quiz: Reflection from video,System,Course module created,web
"26/07/20, 10:58",2,Course: Introduction to Learning Analytics,System,Grade item created,web
"26/07/20, 10:57",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 10:57",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 10:57",2,URL: Talk by Stanford Graduate School of Education,System,Course module created,web
"26/07/20, 10:55",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 10:55",2,Course: Introduction to Learning Analytics,System,Course section created,web
"26/07/20, 10:54",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 10:53",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 10:51",2,Course: Introduction to Learning Analytics,Logs,Log report viewed,web
"26/07/20, 10:50",2,Front page,System,Course viewed,web
"26/07/20, 10:49",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 10:49",2,System,System,User has logged in,web
"25/07/20, 21:41",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:41",2,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"25/07/20, 21:41",2,Assignment: you want everyone to read,Assignment,Course module viewed,web
"25/07/20, 21:41",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:41",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 21:41",2,Assignment: you want everyone to read,System,Course module updated,web
"25/07/20, 21:41",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 21:40",2,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"25/07/20, 21:40",2,Assignment: you want everyone to read,Assignment,Course module viewed,web
"25/07/20, 21:40",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 21:40",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 21:40",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 21:40",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 21:40",2,Assignment: you want everyone to read,System,Course module created,web
"25/07/20, 21:40",2,Course: Introduction to Learning Analytics,System,Grade item created,web
"25/07/20, 21:40",2,Course: Introduction to Learning Analytics,System,Calendar event created,web
"25/07/20, 21:40",2,Course: Introduction to Learning Analytics,System,Calendar event created,web
"25/07/20, 21:38",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:37",2,Course: Introduction to Learning Analytics,System,Course section created,web
"25/07/20, 21:37",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:36",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:36",2,Book: TREASURE ISLAND,Book,Chapter viewed,web
"25/07/20, 21:36",2,Book: TREASURE ISLAND,Book,Chapter created,web
"25/07/20, 21:34",2,Book: TREASURE ISLAND,Book,Chapter viewed,web
"25/07/20, 21:34",2,Book: TREASURE ISLAND,Book,Chapter created,web
"25/07/20, 21:33",2,Book: TREASURE ISLAND,Book,Chapter viewed,web
"25/07/20, 21:33",2,Book: TREASURE ISLAND,Book,Course module viewed,web
"25/07/20, 21:33",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:32",2,Book: TREASURE ISLAND,Book,Chapter viewed,web
"25/07/20, 21:32",2,Book: TREASURE ISLAND,Book,Chapter created,web
"25/07/20, 21:31",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:30",2,Book: TREASURE ISLAND,System,Course module created,web
"25/07/20, 21:25",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:25",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:25",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 21:25",2,Front page,System,Course viewed,web
"25/07/20, 21:24",2,System,System,User has logged in,web
"25/07/20, 14:29",2,System,System,Notification sent,cli
"25/07/20, 13:47",2,Feedback: what amount of effort required to make a stop motion movie?,System,Course module updated,web
"25/07/20, 13:47",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:45",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:44",2,Choice: what type of books you like to read,Choice,Course module viewed,web
"25/07/20, 13:44",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:44",2,Choice: what type of books you like to read,System,Course module created,web
"25/07/20, 13:34",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:34",2,Course: Introduction to Learning Analytics,System,Course section created,web
"25/07/20, 13:32",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:32",2,Forum: Stop_motion_Making,Forum,Course module viewed,web
"25/07/20, 13:32",2,Forum: Stop_motion_Making,Forum,Course module viewed,web
"25/07/20, 13:32",2,Forum: Stop_motion_Making,Forum,Discussion subscription created,web
"25/07/20, 13:32",2,Forum: Stop_motion_Making,Forum,Discussion created,web
"25/07/20, 13:32",2,Forum: Stop_motion_Making,Forum,Some content has been posted.,web
"25/07/20, 13:31",2,Forum: Stop_motion_Making,Forum,Course module viewed,web
"25/07/20, 13:31",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:31",2,Forum: Stop_motion_Making,System,Course module created,web
"25/07/20, 13:29",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:29",2,Feedback: what amount of effort required to make a stop motion movie?,System,Course module created,web
"25/07/20, 13:26",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:26",2,URL: Stop Motion,System,Course module created,web
"25/07/20, 13:25",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:25",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:15",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:14",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:14",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:14",2,Course: Introduction to Learning Analytics,System,Question created,web
"25/07/20, 13:08",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:08",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:08",2,Course: Introduction to Learning Analytics,System,Question created,web
"25/07/20, 13:06",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:05",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"25/07/20, 13:05",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:05",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,System,Course module updated,web
"25/07/20, 13:05",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"25/07/20, 13:05",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz report viewed,web
"25/07/20, 13:05",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz report viewed,web
"25/07/20, 13:05",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt deleted,web
"25/07/20, 13:04",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz report viewed,web
"25/07/20, 13:04",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:04",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"25/07/20, 13:04",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:04",2,URL: Erik Duval,System,Course module created,web
"25/07/20, 13:02",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:02",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,System,Question viewed,web
"25/07/20, 13:01",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:01",2,Course: Introduction to Learning Analytics,System,Question updated,web
"25/07/20, 13:01",2,Course: Introduction to Learning Analytics,System,Question updated,web
"25/07/20, 13:01",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:00",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"25/07/20, 13:00",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 13:00",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:00",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:00",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 13:00",2,Course: Introduction to Learning Analytics,System,Question updated,web
"25/07/20, 12:58",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:58",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"25/07/20, 12:58",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt started,web
"25/07/20, 12:58",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"25/07/20, 12:58",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:58",4,System,System,User has logged in,web
"25/07/20, 12:57",2,Front page,System,Course viewed,web
"25/07/20, 12:57",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 12:56",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 12:56",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 12:56",2,Course: Introduction to Learning Analytics,System,Question created,web
"25/07/20, 12:53",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz edit page viewed,web
"25/07/20, 12:53",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"25/07/20, 12:53",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 12:53",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 12:53",2,Quiz: Reflection from TEDx talk by Prof. Erik Duval,System,Course module created,web
"25/07/20, 12:53",2,Course: Introduction to Learning Analytics,System,Grade item created,web
"25/07/20, 12:53",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 12:51",2,Other,System,Course module deleted,web
"25/07/20, 12:51",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:49",2,Other,Lesson,Course module viewed,web
"25/07/20, 12:49",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 12:49",2,Other,System,Course module updated,web
"25/07/20, 12:49",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:49",2,Other,Lesson,Course module viewed,web
"25/07/20, 12:48",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:48",2,Front page,System,Course viewed,web
"25/07/20, 12:26",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"25/07/20, 12:26",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:26",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:26",4,Page: LA course webpage,Page,Course module viewed,web
"25/07/20, 12:26",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:26",4,URL: Intro to LA video,URL,Course module viewed,web
"25/07/20, 12:26",4,File: Intro to LA,File,Course module viewed,web
"25/07/20, 12:26",4,Course: Introduction to Learning Analytics,User tours,Tour ended,web
"25/07/20, 12:25",4,Course: Introduction to Learning Analytics,User tours,Step shown,web
"25/07/20, 12:25",4,Course: Introduction to Learning Analytics,User tours,Step shown,web
"25/07/20, 12:25",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:25",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 12:25",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 12:25",2,Other,System,Course module created,web
"25/07/20, 12:25",2,Course: Introduction to Learning Analytics,System,Grade item created,web
"25/07/20, 12:25",4,Course: Introduction to Learning Analytics,User tours,Step shown,web
"25/07/20, 12:25",4,Course: Introduction to Learning Analytics,User tours,Tour started,web
"25/07/20, 12:25",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:25",4,Course: Introduction to Learning Analytics,User report,Grade user report viewed,web
"25/07/20, 12:25",4,Course: Introduction to Learning Analytics,System,Grade item updated,web
"25/07/20, 12:25",4,Course: Introduction to Learning Analytics,System,Badge listing viewed,web
"25/07/20, 12:24",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"25/07/20, 12:24",4,System,System,User has logged in,web
"25/07/20, 12:24",2,Course: Introduction to Learning Analytics,System,Grade item created,web
"25/07/20, 12:23",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:17",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:17",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:17",2,Course: Introduction to Moodle,System,Course viewed,web
"25/07/20, 12:16",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 12:16",2,System,System,User has logged in,web
"25/07/20, 10:15",2,Page: LA course webpage,Page,Course module viewed,web
"25/07/20, 10:14",2,File: Intro to LA,File,Course module viewed,web
"25/07/20, 10:14",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 10:10",2,URL: Intro to LA video,URL,Course module viewed,web
"25/07/20, 10:10",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 10:10",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"25/07/20, 10:10",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"25/07/20, 10:09",2,Front page,System,Course viewed,web
"25/07/20, 10:09",2,System,System,User has logged in,web
"24/07/20, 18:59",2,Front page,System,Course viewed,web
"24/07/20, 18:57",2,System,System,Config log created,web
"24/07/20, 18:56",2,Front page,System,Course viewed,web
"24/07/20, 18:56",2,System,System,User has logged in,web
"24/07/20, 18:56",4,System,System,User has logged in,web
"24/07/20, 18:53",2,Course: Introduction to Learning Analytics,System,Grouping deleted,web
"24/07/20, 18:53",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:52",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:52",2,Course: Introduction to Learning Analytics,System,Role assigned,web
"24/07/20, 18:52",2,Course: Introduction to Learning Analytics,System,User enrolled in course,web
"24/07/20, 18:52",2,Course: Introduction to Learning Analytics,System,Role assigned,web
"24/07/20, 18:52",2,Course: Introduction to Learning Analytics,System,User enrolled in course,web
"24/07/20, 18:52",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:52",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"24/07/20, 18:46",2,Front page,System,Course viewed,web
"24/07/20, 18:42",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 18:42",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:42",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:42",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:42",2,Course: Introduction to Learning Analytics,System,Role assigned,web
"24/07/20, 18:42",2,Course: Introduction to Learning Analytics,System,User enrolled in course,web
"24/07/20, 18:41",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:41",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:41",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:41",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:40",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:40",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 18:40",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 18:40",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 18:39",2,Course: Introduction to Learning Analytics,System,Enrolment instance created,web
"24/07/20, 18:38",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:37",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 18:37",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 18:37",2,Course: Introduction to Learning Analytics,System,Enrolment instance created,web
"24/07/20, 18:37",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:37",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:35",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:35",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:35",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:35",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:35",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:35",2,Course: Introduction to Learning Analytics,System,Grouping deleted,web
"24/07/20, 18:33",2,Course: Introduction to Learning Analytics,System,Grouping deleted,web
"24/07/20, 18:33",2,Course: Introduction to Learning Analytics,System,Grouping deleted,web
"24/07/20, 18:33",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 18:30",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 18:30",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:29",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 18:29",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 18:28",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"24/07/20, 18:28",2,Front page,System,Course viewed,web
"24/07/20, 18:28",2,System,System,User has logged in,web
"24/07/20, 13:21",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 13:21",2,System,System,User has logged in,web
"24/07/20, 12:56",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 12:55",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 12:55",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"24/07/20, 12:54",2,Front page,System,Course viewed,web
"24/07/20, 12:54",2,System,System,User login failed,web
"24/07/20, 12:54",2,URL: Guide for new administrators,System,Course activity completion updated,web
"24/07/20, 12:54",2,URL: Guide for new administrators,System,Course activity completion updated,web
"24/07/20, 12:54",2,URL: Guide for new administrators,URL,Course module viewed,web
"24/07/20, 12:54",2,Course: Introduction to Moodle,System,Course viewed,web
"24/07/20, 12:51",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:51",2,Course: Introduction to Moodle,System,Course viewed,web
"24/07/20, 12:51",2,Category: Miscellaneous,System,Category viewed,web
"24/07/20, 12:51",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 12:49",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 12:49",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 12:43",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 12:41",2,Course: Introduction to Moodle,System,Course viewed,web
"24/07/20, 12:40",2,Course: Introduction to Moodle,System,Course viewed,web
"24/07/20, 12:40",2,Course: Introduction to Moodle,System,Course viewed,web
"24/07/20, 12:34",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:34",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:33",2,Course: Introduction to Moodle,System,Enrolment instance updated,web
"24/07/20, 12:32",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:32",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:29",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:28",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:28",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:28",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:28",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:25",2,Course: Introduction to Moodle,System,Course viewed,web
"24/07/20, 12:24",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 12:23",2,Course: Introduction to Moodle,System,Course viewed,web
"24/07/20, 12:22",2,Front page,System,Course viewed,web
"24/07/20, 12:20",2,Front page,System,Course viewed,web
"24/07/20, 12:19",2,Front page,System,Course viewed,web
"24/07/20, 12:19",2,System,System,User has logged in,web
"24/07/20, 12:16",2,Front page,System,Course viewed,web
"24/07/20, 12:14",2,Front page,System,Course viewed,web
"24/07/20, 12:14",2,System,System,User has logged in,web
"24/07/20, 11:31",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 11:30",2,Course: Introduction to Learning Analytics,System,Enrolment instance updated,web
"24/07/20, 11:30",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 11:30",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"24/07/20, 11:30",2,Front page,System,Course viewed,web
"24/07/20, 11:30",2,Front page,System,Course viewed,web
"24/07/20, 11:30",2,Front page,System,Course viewed,web
"24/07/20, 11:23",2,Front page,System,Course viewed,web
"24/07/20, 11:23",2,Course: Introduction to Moodle,System,Course viewed,web
"24/07/20, 11:22",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 10:45",2,Course: Introduction to Moodle,System,Enrolment instance updated,web
"24/07/20, 10:45",2,Course: Introduction to Moodle,System,User list viewed,web
"24/07/20, 10:44",2,Course: Introduction to Moodle,System,Course viewed,web
"24/07/20, 10:44",2,Front page,System,Course viewed,web
"24/07/20, 10:44",2,Front page,Logs,Log report viewed,web
"24/07/20, 10:44",2,Front page,System,Course viewed,web
"24/07/20, 10:42",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"24/07/20, 10:42",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"24/07/20, 10:42",2,URL: Intro to LA video,URL,Course module viewed,web
"24/07/20, 10:42",2,Page: LA course webpage,Page,Course module viewed,web
"24/07/20, 10:42",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"24/07/20, 10:42",2,URL: Intro to LA video,URL,Course module viewed,web
"24/07/20, 10:41",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"24/07/20, 10:40",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"24/07/20, 10:40",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"24/07/20, 10:40",2,Front page,System,Course viewed,web
"24/07/20, 10:40",2,System,System,User has logged in,web
"23/07/20, 17:27",2,System,System,Config log created,web
"23/07/20, 17:27",2,System,System,Config log created,web
"23/07/20, 17:27",2,System,System,Config log created,web
"23/07/20, 17:27",2,System,System,Config log created,web
"23/07/20, 16:28",2,Front page,Logs,Log report viewed,web
"23/07/20, 16:26",2,Front page,System,Course viewed,web
"23/07/20, 16:26",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"23/07/20, 16:26",2,Front page,System,Course viewed,web
"23/07/20, 16:26",2,System,System,User has logged in,web
"23/07/20, 16:24",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"23/07/20, 16:24",2,URL: Intro to LA video,URL,Course module viewed,web
"23/07/20, 16:23",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"23/07/20, 16:23",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"23/07/20, 16:23",2,Page: LA course webpage,System,Course module created,web
"23/07/20, 16:21",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"23/07/20, 16:21",2,URL: Intro to LA video,System,Course module created,web
"23/07/20, 16:20",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"23/07/20, 16:20",2,File: Intro to LA,System,Course module created,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,User tours,Tour ended,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,User tours,Step shown,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,User tours,Step shown,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,User tours,Step shown,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,User tours,Tour started,web
